Conversation,Condition,DriftType,CRS,BRA,ASI,CRR,HR,ASR,EDS,ERR,AdaptationAction
PMUL1635.json,BASELINE,,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,NONE
PMUL1635.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.5786178862333272,0.0,0.0,1.0,0.5000000000000001,0.52,Retrieve Memory
PMUL1635.json,BASELINE,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NONE
PMUL1635.json,PROPOSED,DriftType.SLOT_DELETION,1.0,1.0,0.5786178862333272,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
PMUL1635.json,BASELINE,,0.9495815932750702,0.9495815932750702,0.0,0.0,0.05041840672492981,0.0,0.0,0.0,NONE
PMUL1635.json,PROPOSED,DriftType.CONTRADICTION,1.0,1.0,0.5786178862333272,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
PMUL1635.json,BASELINE,,0.9495815932750702,0.9495815932750702,0.0,0.0,0.05041840672492981,0.0,0.0,0.0,NONE
PMUL1635.json,PROPOSED,DriftType.GOAL_DRIFT,1.0,1.0,0.5786178862333272,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
PMUL1635.json,BASELINE,,0.9137389361858368,0.9137389361858368,0.0,0.0,0.39084070920944214,0.0,0.0,0.0,NONE
PMUL1635.json,PROPOSED,DriftType.MULTI_SLOT,1.0,1.0,0.5774991274430483,0.0,0.0,1.0,0.5666666666666667,0.5411764705882353,Retrieve Memory
MUL2168.json,BASELINE,,0.8216811418533325,0.8216811418533325,0.0,0.0,0.17831885814666748,0.0,0.0,0.0,NONE
MUL2168.json,PROPOSED,DriftType.SLOT_UPDATE,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
MUL2168.json,BASELINE,,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,NONE
MUL2168.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.5420979340377774,0.0,0.0,1.0,0.6333333333333332,0.5578947368421052,Retrieve Memory
MUL2168.json,BASELINE,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NONE
MUL2168.json,PROPOSED,DriftType.SLOT_DELETION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
MUL2168.json,BASELINE,,0.850094348192215,0.850094348192215,0.0,0.0,0.14990565180778503,0.0,0.0,0.0,NONE
MUL2168.json,PROPOSED,DriftType.CONTRADICTION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
MUL2168.json,BASELINE,,0.850094348192215,0.850094348192215,0.0,0.0,0.14990565180778503,0.0,0.0,0.0,NONE
MUL2168.json,PROPOSED,DriftType.GOAL_DRIFT,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
MUL2168.json,BASELINE,,0.850094348192215,0.850094348192215,0.0,0.0,0.4332704345385234,0.0,0.0,0.0,NONE
MUL2168.json,PROPOSED,DriftType.MULTI_SLOT,1.0,1.0,0.5420979340377774,0.0,0.0,1.0,0.6333333333333332,0.5578947368421052,Retrieve Memory
SNG0073.json,BASELINE,,0.8413960039615631,0.8413960039615631,0.0,0.0,0.1586039960384369,0.0,0.0,0.0,NONE
SNG0073.json,PROPOSED,DriftType.SLOT_UPDATE,0.8413960039615631,0.8413960039615631,0.5669872981077807,0.0,0.1586039960384369,0.0,0.0,0.0,None
SNG0073.json,BASELINE,,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,NONE
SNG0073.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.5669872981077807,0.0,0.3333333333333333,1.0,0.0,0.0,None
SNG0073.json,BASELINE,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NONE
SNG0073.json,PROPOSED,DriftType.SLOT_DELETION,0.5,0.5,0.5669872981077807,0.0,0.0,0.0,0.0,0.0,None
SNG0073.json,BASELINE,,0.8230711221694946,0.8230711221694946,0.0,0.0,0.17692887783050537,0.0,0.0,0.0,NONE
SNG0073.json,PROPOSED,DriftType.CONTRADICTION,0.8230711221694946,0.8230711221694946,0.5669872981077807,0.0,0.17692887783050537,0.0,0.0,0.0,None
SNG0073.json,BASELINE,,0.8230711221694946,0.8230711221694946,0.0,0.0,0.17692887783050537,0.0,0.0,0.0,NONE
SNG0073.json,PROPOSED,DriftType.GOAL_DRIFT,0.8230711221694946,0.8230711221694946,0.5669872981077807,0.0,0.17692887783050537,0.0,0.0,0.0,None
SNG0073.json,BASELINE,,0.8230711221694946,0.8230711221694946,0.0,0.0,0.45128591855367023,0.0,0.0,0.0,NONE
SNG0073.json,PROPOSED,DriftType.MULTI_SLOT,0.8230711221694946,0.8230711221694946,0.5709526452091084,0.0,0.45128591855367023,0.0,0.0,0.0,None
MUL2105.json,BASELINE,,0.9333738088607788,0.9333738088607788,0.0,0.0,0.06662619113922119,0.0,0.0,0.0,NONE
MUL2105.json,PROPOSED,DriftType.SLOT_UPDATE,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
MUL2105.json,BASELINE,,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,NONE
MUL2105.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.5764565962440149,0.0,0.0,1.0,0.5666666666666667,0.5411764705882353,Retrieve Memory
MUL2105.json,BASELINE,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NONE
MUL2105.json,PROPOSED,DriftType.SLOT_DELETION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
MUL2105.json,BASELINE,,0.9495815932750702,0.9495815932750702,0.0,0.0,0.05041840672492981,0.0,0.0,0.0,NONE
MUL2105.json,PROPOSED,DriftType.CONTRADICTION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
MUL2105.json,BASELINE,,0.9048367440700531,0.9048367440700531,0.0,0.0,0.0951632559299469,0.0,0.0,0.0,NONE
MUL2105.json,PROPOSED,DriftType.GOAL_DRIFT,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
MUL2105.json,BASELINE,,0.9333738088607788,0.9333738088607788,0.0,0.0,0.37775079409281415,0.0,0.0,0.0,NONE
MUL2105.json,PROPOSED,DriftType.MULTI_SLOT,1.0,1.0,0.5764565962440149,0.0,0.0,1.0,0.5666666666666667,0.5411764705882353,Retrieve Memory
PMUL1690.json,BASELINE,,0.8760383129119873,0.8760383129119873,0.0,0.0,0.1239616870880127,0.0,0.0,0.0,NONE
PMUL1690.json,PROPOSED,DriftType.SLOT_UPDATE,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
PMUL1690.json,BASELINE,,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,NONE
PMUL1690.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
PMUL1690.json,BASELINE,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NONE
PMUL1690.json,PROPOSED,DriftType.SLOT_DELETION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
PMUL1690.json,BASELINE,,0.929273247718811,0.929273247718811,0.0,0.0,0.07072675228118896,0.0,0.0,0.0,NONE
PMUL1690.json,PROPOSED,DriftType.CONTRADICTION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
PMUL1690.json,BASELINE,,0.8572349548339844,0.8572349548339844,0.0,0.0,0.14276504516601562,0.0,0.0,0.0,NONE
PMUL1690.json,PROPOSED,DriftType.GOAL_DRIFT,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
PMUL1690.json,BASELINE,,0.929273247718811,0.929273247718811,0.0,0.0,0.38048450152079266,0.0,0.0,0.0,NONE
PMUL1690.json,PROPOSED,DriftType.MULTI_SLOT,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,0.7,0.5714285714285714,Retrieve Memory
MUL2395.json,BASELINE,,0.7192060947418213,0.7192060947418213,0.0,0.0,0.2807939052581787,0.0,0.0,0.0,NONE
MUL2395.json,PROPOSED,DriftType.SLOT_UPDATE,1.0,1.0,0.6075538858393634,0.0,0.0,1.0,0.49999999999999994,0.52,Retrieve Memory
MUL2395.json,BASELINE,,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,NONE
MUL2395.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.6049886784028577,0.0,0.0,1.0,0.66,0.5909090909090909,Retrieve Memory
MUL2395.json,BASELINE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
MUL2395.json,PROPOSED,DriftType.SLOT_DELETION,0.0,0.0,0.6127675380448628,0.0,0.0,0.0,0.0,0.0,None
MUL2395.json,BASELINE,,0.7192060947418213,0.7192060947418213,0.0,0.0,0.2807939052581787,0.0,0.0,0.0,NONE
MUL2395.json,PROPOSED,DriftType.CONTRADICTION,1.0,1.0,0.6075538858393634,0.0,0.0,1.0,0.5599999999999999,0.5714285714285714,Retrieve Memory
MUL2395.json,BASELINE,,0.673731803894043,0.673731803894043,0.0,0.0,0.32626819610595703,0.0,0.0,0.0,NONE
MUL2395.json,PROPOSED,DriftType.GOAL_DRIFT,1.0,1.0,0.6075538858393634,0.0,0.0,1.0,0.5599999999999999,0.5714285714285714,Retrieve Memory
MUL2395.json,BASELINE,,0.7192060947418213,0.7192060947418213,0.0,0.0,0.6403969526290894,0.0,0.0,0.0,NONE
MUL2395.json,PROPOSED,DriftType.MULTI_SLOT,1.0,1.0,0.6049886784028577,0.0,0.0,1.0,0.66,0.5909090909090909,Retrieve Memory
SNG0190.json,BASELINE,,0.8783507347106934,0.8783507347106934,0.0,0.0,0.12164926528930664,0.0,0.0,0.0,NONE
SNG0190.json,PROPOSED,DriftType.SLOT_UPDATE,0.8783507347106934,0.8783507347106934,0.7741230242736872,0.0,0.12164926528930664,0.0,0.25999999999999995,0.0,Repair Belief
SNG0190.json,BASELINE,,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,NONE
SNG0190.json,PROPOSED,DriftType.SLOT_INSERTION,1.0,1.0,0.7502836075785353,0.0,0.0,1.0,0.5999999999999999,0.625,Retrieve Memory
SNG0190.json,BASELINE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
SNG0190.json,PROPOSED,DriftType.SLOT_DELETION,0.0,0.0,0.8036616368753495,0.0,0.0,0.0,0.0,0.0,None
SNG0190.json,BASELINE,,0.8848905563354492,0.8848905563354492,0.0,0.0,0.11510944366455078,0.0,0.0,0.0,NONE
SNG0190.json,PROPOSED,DriftType.CONTRADICTION,0.8848905563354492,0.8848905563354492,0.7741230242736872,0.0,0.11510944366455078,0.0,0.35,0.0,Repair Belief
SNG0190.json,BASELINE,,0.8783507347106934,0.8783507347106934,0.0,0.0,0.12164926528930664,0.0,0.0,0.0,NONE
SNG0190.json,PROPOSED,DriftType.GOAL_DRIFT,0.8783507347106934,0.8783507347106934,0.7741230242736872,0.0,0.12164926528930664,0.0,0.35,0.0,Repair Belief
SNG0190.json,BASELINE,,0.8783507347106934,0.8783507347106934,0.0,0.0,0.5608246326446533,0.0,0.0,0.0,NONE
SNG0190.json,PROPOSED,DriftType.MULTI_SLOT,1.0,1.0,0.7609542781331213,0.0,0.0,1.0,0.49999999999999994,0.61,Retrieve Memory
