Conversation,Condition,DriftType,CRS,BRA,ASI,CRR,HR,ASR,EDS,ERR,AdaptationAction
PMUL1635.json,EQUILIBRIUM,DriftType.SLOT_UPDATE,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
PMUL1635.json,STANDARD,DriftType.SLOT_INSERTION,1.0,1.0,0.5771887430344895,0.0,0.0,1.0,0.85,0.7,Retrieve Memory
PMUL1635.json,EQUILIBRIUM,DriftType.SLOT_INSERTION,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
PMUL1635.json,STANDARD,DriftType.SLOT_DELETION,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
PMUL1635.json,EQUILIBRIUM,DriftType.SLOT_DELETION,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
PMUL1635.json,STANDARD,DriftType.CONTRADICTION,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
PMUL1635.json,EQUILIBRIUM,DriftType.CONTRADICTION,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
PMUL1635.json,STANDARD,DriftType.GOAL_DRIFT,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
PMUL1635.json,EQUILIBRIUM,DriftType.GOAL_DRIFT,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
PMUL1635.json,STANDARD,DriftType.MULTI_SLOT,1.0,1.0,0.5780124790790002,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
PMUL1635.json,EQUILIBRIUM,DriftType.MULTI_SLOT,1.0,1.0,0.5771887430344895,0.0,0.0,1.0,0.85,0.7,Retrieve Memory
MUL2168.json,STANDARD,DriftType.SLOT_UPDATE,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,EQUILIBRIUM,DriftType.SLOT_UPDATE,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,STANDARD,DriftType.SLOT_INSERTION,1.0,1.0,0.5420979340377774,0.0,0.0,1.0,0.9333333333333331,0.7,Retrieve Memory
MUL2168.json,EQUILIBRIUM,DriftType.SLOT_INSERTION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,STANDARD,DriftType.SLOT_DELETION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,EQUILIBRIUM,DriftType.SLOT_DELETION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,STANDARD,DriftType.CONTRADICTION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,EQUILIBRIUM,DriftType.CONTRADICTION,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,STANDARD,DriftType.GOAL_DRIFT,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,EQUILIBRIUM,DriftType.GOAL_DRIFT,1.0,1.0,0.5405722906124826,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2168.json,STANDARD,DriftType.MULTI_SLOT,1.0,1.0,0.5420979340377774,0.0,0.0,1.0,0.9333333333333331,0.7,Retrieve Memory
MUL2168.json,EQUILIBRIUM,DriftType.MULTI_SLOT,1.0,1.0,0.5420979340377774,0.0,0.0,1.0,0.9333333333333331,0.7,Retrieve Memory
SNG0073.json,STANDARD,DriftType.SLOT_UPDATE,0.8063570261001587,0.8063570261001587,0.5669872981077807,0.0,0.1936429738998413,0.0,0.0,0.0,None
SNG0073.json,EQUILIBRIUM,DriftType.SLOT_UPDATE,0.8413960039615631,0.8413960039615631,0.5669872981077807,0.0,0.1586039960384369,0.0,0.0,0.0,None
SNG0073.json,STANDARD,DriftType.SLOT_INSERTION,1.0,1.0,0.5709526452091084,0.0,0.3333333333333333,1.0,0.0,0.0,None
SNG0073.json,EQUILIBRIUM,DriftType.SLOT_INSERTION,1.0,1.0,0.5709526452091084,0.0,0.3333333333333333,1.0,0.0,0.0,None
SNG0073.json,STANDARD,DriftType.SLOT_DELETION,0.5,0.5,0.5669872981077807,0.0,0.0,0.0,0.0,0.0,None
SNG0073.json,EQUILIBRIUM,DriftType.SLOT_DELETION,0.5,0.5,0.5669872981077807,0.0,0.0,0.0,0.0,0.0,None
SNG0073.json,STANDARD,DriftType.CONTRADICTION,1.0,1.0,0.5669872981077807,0.0,0.0,1.0,0.0,1.0,None
SNG0073.json,EQUILIBRIUM,DriftType.CONTRADICTION,1.0,1.0,0.5669872981077807,0.0,0.0,1.0,0.0,1.0,None
SNG0073.json,STANDARD,DriftType.GOAL_DRIFT,0.8001893162727356,0.8001893162727356,0.5669872981077807,0.0,0.1998106837272644,0.0,0.0,0.0,None
SNG0073.json,EQUILIBRIUM,DriftType.GOAL_DRIFT,0.8063570261001587,0.8063570261001587,0.5669872981077807,0.0,0.1936429738998413,0.0,0.0,0.0,None
SNG0073.json,STANDARD,DriftType.MULTI_SLOT,0.8413960039615631,0.8413960039615631,0.5669872981077807,0.0,0.43906933069229126,0.0,0.0,0.0,None
SNG0073.json,EQUILIBRIUM,DriftType.MULTI_SLOT,0.8001893162727356,0.8001893162727356,0.5669872981077807,0.0,0.1998106837272644,0.0,0.0,0.0,None
MUL2105.json,STANDARD,DriftType.SLOT_UPDATE,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,EQUILIBRIUM,DriftType.SLOT_UPDATE,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,STANDARD,DriftType.SLOT_INSERTION,1.0,1.0,0.5764565962440149,0.0,0.0,1.0,0.8666666666666667,0.7,Retrieve Memory
MUL2105.json,EQUILIBRIUM,DriftType.SLOT_INSERTION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.8,0.7000000000000001,Retrieve Memory
MUL2105.json,STANDARD,DriftType.SLOT_DELETION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,EQUILIBRIUM,DriftType.SLOT_DELETION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,STANDARD,DriftType.CONTRADICTION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,EQUILIBRIUM,DriftType.CONTRADICTION,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,STANDARD,DriftType.GOAL_DRIFT,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,EQUILIBRIUM,DriftType.GOAL_DRIFT,1.0,1.0,0.577691095079089,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2105.json,STANDARD,DriftType.MULTI_SLOT,1.0,1.0,0.5764565962440149,0.0,0.0,1.0,0.8666666666666667,0.7,Retrieve Memory
MUL2105.json,EQUILIBRIUM,DriftType.MULTI_SLOT,1.0,1.0,0.5764565962440149,0.0,0.0,1.0,0.8666666666666667,0.7,Retrieve Memory
PMUL1690.json,STANDARD,DriftType.SLOT_UPDATE,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,EQUILIBRIUM,DriftType.SLOT_UPDATE,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,STANDARD,DriftType.SLOT_INSERTION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,EQUILIBRIUM,DriftType.SLOT_INSERTION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,STANDARD,DriftType.SLOT_DELETION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,EQUILIBRIUM,DriftType.SLOT_DELETION,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,STANDARD,DriftType.GOAL_DRIFT,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
PMUL1690.json,EQUILIBRIUM,DriftType.GOAL_DRIFT,1.0,1.0,0.5455056846949259,0.0,0.0,1.0,1.0,0.7,Retrieve Memory
MUL2395.json,STANDARD,DriftType.SLOT_UPDATE,1.0,1.0,0.6075538858393634,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2395.json,EQUILIBRIUM,DriftType.SLOT_UPDATE,1.0,1.0,0.6075538858393634,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2395.json,STANDARD,DriftType.SLOT_INSERTION,1.0,1.0,0.6049886784028577,0.0,0.0,1.0,0.9,0.7,Retrieve Memory
MUL2395.json,EQUILIBRIUM,DriftType.SLOT_INSERTION,1.0,1.0,0.6075538858393634,0.0,0.0,1.0,0.7999999999999999,0.7,Retrieve Memory
MUL2395.json,STANDARD,DriftType.SLOT_DELETION,0.0,0.0,0.6127675380448628,0.0,0.0,0.0,0.0,0.0,None
MUL2395.json,EQUILIBRIUM,DriftType.SLOT_DELETION,0.0,0.0,0.6127675380448628,0.0,0.0,0.0,0.0,0.0,None
